indicator_id;strand_id;indicator_code;indicator_text
709402;709004;REL_HIN_IND_4_2;Ability to identify prayers performed for different occasions
709501;709005;REL_HIN_IND_5_1;Ability to state the importance of integrity in their daily lives
709502;709005;REL_HIN_IND_5_2;Ability to identify elements of integrity among peers and in society
709503;709005;REL_HIN_IND_5_3;Ability to state all ideal practices of a passenger during boarding and alighting for safety
709601;709006;REL_HIN_IND_6_1;Ability to name the types of Pranayam
709602;709006;REL_HIN_IND_6_2;Ability to display simple body postures
709701;709007;REL_HIN_IND_7_1;Ability to identify Principles of Dharma according to Sanatan/Vedic
709801;709008;REL_HIN_IND_8_1;Ability to identify the rites and rituals during the celebration of different festivals
709802;709008;REL_HIN_IND_8_2;Ability to relate the days of the week with the corresponding planets
710101;710001;CRE_ARTS_IND_1_1;Ability to create and/or execute various Creative Arts tasks such as rhythmic patterns, drawings, paintings, Netball skills, montages, clay modelling, and simple melodies.
710201;710002;CRE_ARTS_IND_2_1;Ability to perform and/or display Creative Arts skills such as recorder melodies, photography techniques, athletic techniques, various songs, and aquatic or animal-based games.
710301;710003;CRE_ARTS_IND_3_1;Ability to display, critique, participate in, or analyse various Creative Arts items such as drawings, paintings, photographs, Kenyan folk arts, sports activities, and cultural expressions.
712101;712001;SOC_STUD_IND_1_1;Ability to use the four cardinal points to give direction of places.
712102;712001;SOC_STUD_IND_1_2;Ability to identify the main physical features in the county.
712103;712001;SOC_STUD_IND_1_3;Ability to explain how the four seasons influence human activities in the county.
712104;712001;SOC_STUD_IND_1_4;Ability to explain the importance of the main historic built environments in the county.
712201;712002;SOC_STUD_IND_2_1;Ability to explain the benefits of interdependence of people in the county.
712202;712002;SOC_STUD_IND_2_2;Ability to describe patterns of population distribution in the county.
712301;712003;SOC_STUD_IND_3_1;Ability to identify the six aspects of traditional culture in the county.
712302;712003;SOC_STUD_IND_3_2;Ability to describe aspects of traditional culture in the county.
712303;712003;SOC_STUD_IND_3_3;Ability to narrate the history of the school.
712401;712004;SOC_STUD_IND_4_1;Ability to explain the importance of economic activities carried out in the county.
712402;712004;SOC_STUD_IND_4_2;Ability to identify industries in the county.
712403;712004;SOC_STUD_IND_4_3;Ability to identify the projects that can be initiated at school.
712501;712005;SOC_STUD_IND_5_1;Ability to identify qualities of good citizenship in school.
712502;712005;SOC_STUD_IND_5_2;Ability to develop strategies of living in peace with others in school.
712503;712005;SOC_STUD_IND_5_3;Ability to explain effects of the seven forms of child abuse in the community.
712504;712005;SOC_STUD_IND_5_4;Ability to identify democratic processes in school.
712505;712005;SOC_STUD_IND_5_5;Ability to describe the functions of the Children’s Government in school.
712506;712005;SOC_STUD_IND_5_6;Ability to demonstrate qualities of good leadership in the community.
712507;712005;SOC_STUD_IND_5_7;Ability to explain the roles of a member of county assembly.
801101;801001;ENG_IND_1_1;Ability to listen actively to a variety of oral texts to gain information.
801102;801001;ENG_IND_1_2;Ability to listen and participate actively in conversations in various settings for self-expression and effective communication.
801103;801001;ENG_IND_1_3;Ability to speak accurately with expression and at the right speed, with minimum hesitation for fluency in communication.
801201;801002;ENG_IND_2_1;Ability to read about 300 words fluently and accurately, at the right speed and with expression for effective communication.
801202;801002;ENG_IND_2_2;Ability to read grade-appropriate visuals, print and digital texts for comprehension and information.
801203;801002;ENG_IND_2_3;Ability to read a variety of grade-appropriate visual, digital and print texts for lifelong learning.
801301;801003;ENG_IND_3_1;Ability to use grammatical forms to communicate ideas, opinions and emotions appropriately in different settings for effective communication.
801401;801004;ENG_IND_4_1;Ability to use punctuation, paragraphing and spelling correctly for effective communication.
801402;801004;ENG_IND_4_2;Ability to write a variety of writings using the correct formats for effective communication.
801403;801004;ENG_IND_4_3;Ability to write creative works clearly and expressively for effective communication.
802101;802001;KIS_KSL_IND_1_1;Kuweza kuwasiliana kwa matamshi bora (Matamshi ya sauti zinazokaribiana: p/b, t/d, k/g, ch/j)
802102;802001;KIS_KSL_IND_1_2;Kuweza kuzungumza kwa ufasaha (Kwa kutumia maneno ya upole na mazungumzo ya kimikakati)
802103;802001;KIS_KSL_IND_1_3;Kuweza kusikiliza na kujibu ipasavyo (Maamkizi na maagano, ushairi, masimulizi)
802104;802001;KIS_KSL_IND_1_4;Kuweza kutumia lugha kiubunifu (Vitendawili, methali, nahau, visawe, tashbihi)
802201;802002;KIS_KSL_IND_2_1;Kuweza kusoma kwa ufasaha (Ulumbi, umbo, wahusika, matumizi ya msamiati mwafaka, kutoa muhtasari)
802202;802002;KIS_KSL_IND_2_2;Kuweza kusoma kwa kina. (Matumizi ya kamusi: mpangilio na maana za maneno)
802203;802002;KIS_KSL_IND_2_3;Kuweza kusoma kwa ufasaha. (Matamshi bora, kiwango kifaaacho cha sauti, kasi ifaayo, ishara zifaazo)
802204;802002;KIS_KSL_IND_2_4;Kuweza kusoma kwa mapana. (Kutambua na kuchagua matini ya kusoma, kutambua ujumbe na matumizi ya lugha)
802205;802002;KIS_KSL_IND_2_5;Kuweza kusoma kidijitali. (Kufungua faili ya kidijitali, matumizi ya vifaa vya kidijitali, kukarakana kwenye tovuti, volumu, kuchagua na kusoma matini, kutambua ujumbe na matumizi ya lugha.)
802301;802003;KIS_KSL_IND_3_1;Kuweza kuandika aina mbalimbali za insha (wasifu, masimulizi, maelezo na barua ya kirafiki) kwa kuzingatia vipengele vifuatavyo: muundo, ujumbe, mtindo na kanuni zifaazo za uandishi.
802302;802003;KIS_KSL_IND_3_2;Kuweza kuandika kwa tarakilishi. (Sehemu za tarakilishi, kufungua na kufunga tarakilishi, kuhifadhi).
802401;802004;KIS_KSL_IND_4_1;Kuweza kutambua na kutumia vinyume vya maneno na kuvitumia katika matini.
802402;802004;KIS_KSL_IND_4_2;Kuweza kutambua na kutumia viambishi vya nyakati katika vitenzi. (Wakati uliopita, uliopo na ujao)
802403;802004;KIS_KSL_IND_4_3;Kuweza kutambua maneno yaliyokanushwa, viambishi vya ukanushaji na kukanusha maneno ipasavyo. (Wakati uliopita, uliopo na ujao)
802404;802004;KIS_KSL_IND_4_4;Kuweza kutambua na kutumia aina mbalimbali za maneno katika lugha ya Kiswahili. (Vitenzi, viwakilishi, vielezi, viunganishi, vihusishi na vihisishi)
802405;802004;KIS_KSL_IND_4_5;Kuweza kutambua viambishi vya ngeli, nomino za ngeli na kutumia upatanisho wa kisarufi ipasavyo. (A-WA, U-I, KI-VI, LI-YA na LI-LI)
802406;802004;KIS_KSL_IND_4_6;Kuweza kutambua na kutumia vitenzi katika kauli mbalimbali. (kauli ya kutenda, kutendea na kutendwa)
804101;804001;AGRI_IND_1_1;Ability to explain conservation of resources of four resources in the environment (soil, water, fuel, wild animals).
804102;804001;AGRI_IND_1_2;Ability to conserve four resources in the environment (soil, water, fuel, wild animals).
804103;804001;AGRI_IND_1_3;Ability to show four aspects of responsibility in conservation of environmental resources (offers leadership, observes safety, shows initiative, shows dutifulness in tasks).
804201;804002;AGRI_IND_2_1;Ability to describe food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
804202;804002;AGRI_IND_2_2;Ability to carry out various food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
804203;804002;AGRI_IND_2_3;Ability to exhibit integrity in carrying out food production processes (utilising resources prudently, is accountable, shows honesty, applies ethically acceptable procedures).
804301;804003;AGRI_IND_3_1;Ability to describe practices that promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
804302;804003;AGRI_IND_3_2;Ability to apply health practices to promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
804303;804003;AGRI_IND_3_3;Ability to exhibit responsibility while undertaking health practices that promote hygiene (respects other learners’ property, offers leadership, accepts consequences, cares for property).
804401;804004;AGRI_IND_4_1;Ability to use tacking stitches in making an item (makes appropriate choice of stitch, makes the stitch, ensures evenness of the stitch and firmness of stitch to the purpose).
804402;804004;AGRI_IND_4_2;Ability to work in unity in making an item (sharing resources, working in teams, appreciating efforts of others, respects others’ opinions).
805101;805001;SCI_TECH_IND_1_1;Ability to identify characteristics of plants and animals.
805102;805001;SCI_TECH_IND_1_2;Ability to describe functions of external parts of a plant.
805103;805001;SCI_TECH_IND_1_3;Ability to identify parts of the human digestive system.
805104;805001;SCI_TECH_IND_1_4;Ability to develop a plan of maintaining a healthy human digestive system.
805201;805002;SCI_TECH_IND_2_1;Ability to describe the properties of the three states of matter.
805202;805002;SCI_TECH_IND_2_2;Ability to manage solid waste in the environment.
805203;805002;SCI_TECH_IND_2_3;Ability to outline the importance of conserving water at home and school.
805301;805003;SCI_TECH_IND_3_1;Ability to demonstrate the effects of force on objects in nature.
805302;805003;SCI_TECH_IND_3_2;Ability to identify sources of light in nature.
805303;805003;SCI_TECH_IND_3_3;Ability to explain the use of light in day-to-day life.
805304;805003;SCI_TECH_IND_3_4;Ability to demonstrate uses of heat in day-to-day life.
805305;805003;SCI_TECH_IND_3_5;Ability to describe safety measures when using heat.
806101;806001;MATH_IND_1_1;Ability to use place value and total value of numbers up to tens of thousands.
806102;806001;MATH_IND_1_2;Ability to read and write numbers in symbols and words.
806103;806001;MATH_IND_1_3;Ability to order and round off numbers up to 1000.
806104;806001;MATH_IND_1_4;Ability to identify factors and multiples of numbers up to 50.
806105;806001;MATH_IND_1_5;Ability to make patterns involving even and odd numbers up to 100.
806106;806001;MATH_IND_1_6;Ability to represent Hindu Arabic numerals using Roman numerals up to 'X'.
806107;806001;MATH_IND_1_7;Ability to add up to two 4-digit numbers with single and double regrouping.
806108;806001;MATH_IND_1_8;Ability to create patterns involving addition, subtraction and multiplication.
806109;806001;MATH_IND_1_9;Ability to subtract up to two 4-digit numbers with single and double regrouping.
806110;806001;MATH_IND_1_10;Ability to multiply up to a two-digit number by a two-digit number with and without regrouping.
806111;806001;MATH_IND_1_11;Ability to divide up to a two-digit number by a one-digit number with and without remainder.
806112;806001;MATH_IND_1_12;Ability to identify different types of fractions.
806113;806001;MATH_IND_1_13;Ability to convert improper fractions to mixed fractions and mixed fractions to improper fractions.
806114;806001;MATH_IND_1_14;Ability to identify a tenth or a hundredth in a decimal number.
806201;806002;MATH_IND_2_1;Ability to estimate and measure length in centimetres.
806202;806002;MATH_IND_2_2;Ability to establish the relationship between metres and centimetres.
806203;806002;MATH_IND_2_3;Ability to convert centimetres to metres and metres to centimetres.
806204;806002;MATH_IND_2_4;Ability to add, subtract, multiply and divide length in centimetres and metres.
806205;806002;MATH_IND_2_5;Ability to calculate the area of squares and rectangles as a product of number of rows and columns.
806206;806002;MATH_IND_2_6;Ability to work out the volume of cubes and cuboids by piling blocks.
806207;806002;MATH_IND_2_7;Ability to measure, add and subtract capacity in litres.
806208;806002;MATH_IND_2_8;Ability to measure, add and subtract mass of different objects in kilograms.
806209;806002;MATH_IND_2_9;Ability to read, tell and estimate time in a.m. and p.m.
806210;806002;MATH_IND_2_10;Ability to work out addition and subtraction involving units of time.
806211;806002;MATH_IND_2_11;Ability to convert shillings to cents and cents to shillings.
806212;806002;MATH_IND_2_12;Ability to work out the total cost of items in the shopping list of not more than ten thousand shillings.
806301;806003;MATH_IND_3_1;Ability to demonstrate a clockwise and an anti-clockwise turn in the environment.
806302;806003;MATH_IND_3_2;Ability to demonstrate a quarter turn, half turn and full turn in the environment.
806303;806003;MATH_IND_3_3;Ability to identify angles from the objects in the environment.
806304;806003;MATH_IND_3_4;Ability to draw the shapes of rectangles, squares, triangles, circles and ovals.
806305;806003;MATH_IND_3_5;Ability to make patterns using squares, rectangles and triangles.
806306;806003;MATH_IND_3_6;Ability to identify properties of triangles, squares and rectangles.
806401;806004;MATH_IND_4_1;Ability to identify and collect data of at most 10 items.
806402;806004;MATH_IND_4_2;Ability to record and interpret the raw data from the table.
807101;807001;REL_CRE_IND_1_1;Ability to make right choices in day-to-day life
807102;807001;REL_CRE_IND_1_2;Ability to list three attributes of God
807201;807002;REL_CRE_IND_2_1;Ability to retell Bible stories
807202;807002;REL_CRE_IND_2_2;Ability to list lessons learnt from the Bible stories
807203;807002;REL_CRE_IND_2_3;Ability to apply lessons learnt from the Bible stories in daily life
807301;807003;REL_CRE_IND_3_1;Ability to retell the annunciation of the birth of Jesus Christ
807302;807003;REL_CRE_IND_3_2;Ability to retell the birth of John the Baptist
807303;807003;REL_CRE_IND_3_3;Ability to retell three miracles performed by Jesus Christ
807304;807003;REL_CRE_IND_3_4;Ability to list lessons learnt from the miracles of Jesus Christ
807305;807003;REL_CRE_IND_3_5;Ability to apply lessons learnt from the teachings of Jesus Christ in daily life
807401;807004;REL_CRE_IND_4_1;Ability to explain how Christian values enhance harmonious co-existence
807402;807004;REL_CRE_IND_4_2;Ability to apply acquired Christian values in day-to-day life
807501;807005;REL_CRE_IND_5_1;Ability to participate in church activities
807502;807005;REL_CRE_IND_5_2;Ability to list the 12 disciples of Jesus Christ
807503;807005;REL_CRE_IND_5_3;Ability to recite the Lord's Prayer and pray for others
807504;807005;REL_CRE_IND_5_4;Ability to utilise the fruit of the Holy Spirit in making right decisions
807601;807006;REL_CRE_IND_6_1;Ability to use social media responsibly
808101;808001;REL_IRE_IND_1_1;Ability to read and recite seven selected surahs
808102;808001;REL_IRE_IND_1_2;Ability to explain the basic meaning of the selected surahs
808201;808002;REL_IRE_IND_2_1;Ability to read the selected hadith
808202;808002;REL_IRE_IND_2_2;Ability to deduce the teachings from the selected hadith
808301;808003;REL_IRE_IND_3_1;Ability to identify and use the attributes of Allah in supplication
808302;808003;REL_IRE_IND_3_2;Ability to apply the virtues of the prophets in day-to-day life
808401;808004;REL_IRE_IND_4_1;Ability to perform swalah while adhering to all its rules
808501;808005;REL_IRE_IND_5_1;Ability to assess the significance of kindness to Allah's creatures and Islamic code of dressing and uphold positive use of media
808502;808005;REL_IRE_IND_5_2;Ability to describe the evils of begging
808601;808006;REL_IRE_IND_6_1;Ability to uphold obligations to family members
808701;808007;REL_IRE_IND_7_1;Ability to describe the events of Prophet's mission in Makkah
809101;809001;REL_HIN_IND_1_1;Ability to state water bodies that are considered sacred as mentioned in the Scriptures
809102;809001;REL_HIN_IND_1_2;Ability to identify the role of water in our daily lives
809103;809001;REL_HIN_IND_1_3;Ability to specify the names of plants that are considered sacred in each faith
809201;809002;REL_HIN_IND_2_1;Ability to identify the contributions of Enlightened Beings
809202;809002;REL_HIN_IND_2_2;Ability to implement teachings of Enlightened Beings
809301;809003;REL_HIN_IND_3_1;Ability to explain the lessons learnt from the Scriptures
809302;809003;REL_HIN_IND_3_2;Ability to apply the teachings of the Scriptures
809401;809004;REL_HIN_IND_4_1;Ability to recite prayers
809402;809004;REL_HIN_IND_4_2;Ability to identify prayers performed for different occasions
809501;809005;REL_HIN_IND_5_1;Ability to state the importance of integrity in their daily lives
809502;809005;REL_HIN_IND_5_2;Ability to identify elements of integrity among peers and in society
809503;809005;REL_HIN_IND_5_3;Ability to state all ideal practices of a passenger during boarding and alighting for safety
809601;809006;REL_HIN_IND_6_1;Ability to name the types of Pranayam
809602;809006;REL_HIN_IND_6_2;Ability to display simple body postures
809701;809007;REL_HIN_IND_7_1;Ability to identify Principles of Dharma according to Sanatan/Vedic
809801;809008;REL_HIN_IND_8_1;Ability to identify the rites and rituals during the celebration of different festivals
809802;809008;REL_HIN_IND_8_2;Ability to relate the days of the week with the corresponding planets
810101;810001;CRE_ARTS_IND_1_1;Ability to create and/or execute various Creative Arts tasks such as rhythmic patterns, drawings, paintings, Netball skills, montages, clay modelling, and simple melodies.
810201;810002;CRE_ARTS_IND_2_1;Ability to perform and/or display Creative Arts skills such as recorder melodies, photography techniques, athletic techniques, various songs, and aquatic or animal-based games.
810301;810003;CRE_ARTS_IND_3_1;Ability to display, critique, participate in, or analyse various Creative Arts items such as drawings, paintings, photographs, Kenyan folk arts, sports activities, and cultural expressions.
812101;812001;SOC_STUD_IND_1_1;Ability to use the four cardinal points to give direction of places.
812102;812001;SOC_STUD_IND_1_2;Ability to identify the main physical features in the county.
812103;812001;SOC_STUD_IND_1_3;Ability to explain how the four seasons influence human activities in the county.
812104;812001;SOC_STUD_IND_1_4;Ability to explain the importance of the main historic built environments in the county.
812201;812002;SOC_STUD_IND_2_1;Ability to explain the benefits of interdependence of people in the county.
812202;812002;SOC_STUD_IND_2_2;Ability to describe patterns of population distribution in the county.
812301;812003;SOC_STUD_IND_3_1;Ability to identify the six aspects of traditional culture in the county.
812302;812003;SOC_STUD_IND_3_2;Ability to describe aspects of traditional culture in the county.
812303;812003;SOC_STUD_IND_3_3;Ability to narrate the history of the school.
812401;812004;SOC_STUD_IND_4_1;Ability to explain the importance of economic activities carried out in the county.
812402;812004;SOC_STUD_IND_4_2;Ability to identify industries in the county.
812403;812004;SOC_STUD_IND_4_3;Ability to identify the projects that can be initiated at school.
812501;812005;SOC_STUD_IND_5_1;Ability to identify qualities of good citizenship in school.
812502;812005;SOC_STUD_IND_5_2;Ability to develop strategies of living in peace with others in school.
812503;812005;SOC_STUD_IND_5_3;Ability to explain effects of the seven forms of child abuse in the community.
812504;812005;SOC_STUD_IND_5_4;Ability to identify democratic processes in school.
812505;812005;SOC_STUD_IND_5_5;Ability to describe the functions of the Children’s Government in school.
812506;812005;SOC_STUD_IND_5_6;Ability to demonstrate qualities of good leadership in the community.
812507;812005;SOC_STUD_IND_5_7;Ability to explain the roles of a member of county assembly.
901101;901001;ENG_IND_1_1;Ability to listen actively to a variety of oral texts to gain information.
901102;901001;ENG_IND_1_2;Ability to listen and participate actively in conversations in various settings for self-expression and effective communication.
901103;901001;ENG_IND_1_3;Ability to speak accurately with expression and at the right speed, with minimum hesitation for fluency in communication.
901201;901002;ENG_IND_2_1;Ability to read about 300 words fluently and accurately, at the right speed and with expression for effective communication.
901202;901002;ENG_IND_2_2;Ability to read grade-appropriate visuals, print and digital texts for comprehension and information.
901203;901002;ENG_IND_2_3;Ability to read a variety of grade-appropriate visual, digital and print texts for lifelong learning.
901301;901003;ENG_IND_3_1;Ability to use grammatical forms to communicate ideas, opinions and emotions appropriately in different settings for effective communication.
901401;901004;ENG_IND_4_1;Ability to use punctuation, paragraphing and spelling correctly for effective communication.
901402;901004;ENG_IND_4_2;Ability to write a variety of writings using the correct formats for effective communication.
901403;901004;ENG_IND_4_3;Ability to write creative works clearly and expressively for effective communication.
902101;902001;KIS_KSL_IND_1_1;Kuweza kuwasiliana kwa matamshi bora (Matamshi ya sauti zinazokaribiana: p/b, t/d, k/g, ch/j)
902102;902001;KIS_KSL_IND_1_2;Kuweza kuzungumza kwa ufasaha (Kwa kutumia maneno ya upole na mazungumzo ya kimikakati)
902103;902001;KIS_KSL_IND_1_3;Kuweza kusikiliza na kujibu ipasavyo (Maamkizi na maagano, ushairi, masimulizi)
902104;902001;KIS_KSL_IND_1_4;Kuweza kutumia lugha kiubunifu (Vitendawili, methali, nahau, visawe, tashbihi)
902201;902002;KIS_KSL_IND_2_1;Kuweza kusoma kwa ufasaha (Ulumbi, umbo, wahusika, matumizi ya msamiati mwafaka, kutoa muhtasari)
902202;902002;KIS_KSL_IND_2_2;Kuweza kusoma kwa kina. (Matumizi ya kamusi: mpangilio na maana za maneno)
902203;902002;KIS_KSL_IND_2_3;Kuweza kusoma kwa ufasaha. (Matamshi bora, kiwango kifaaacho cha sauti, kasi ifaayo, ishara zifaazo)
902204;902002;KIS_KSL_IND_2_4;Kuweza kusoma kwa mapana. (Kutambua na kuchagua matini ya kusoma, kutambua ujumbe na matumizi ya lugha)
902205;902002;KIS_KSL_IND_2_5;Kuweza kusoma kidijitali. (Kufungua faili ya kidijitali, matumizi ya vifaa vya kidijitali, kukarakana kwenye tovuti, volumu, kuchagua na kusoma matini, kutambua ujumbe na matumizi ya lugha.)
902301;902003;KIS_KSL_IND_3_1;Kuweza kuandika aina mbalimbali za insha (wasifu, masimulizi, maelezo na barua ya kirafiki) kwa kuzingatia vipengele vifuatavyo: muundo, ujumbe, mtindo na kanuni zifaazo za uandishi.
902302;902003;KIS_KSL_IND_3_2;Kuweza kuandika kwa tarakilishi. (Sehemu za tarakilishi, kufungua na kufunga tarakilishi, kuhifadhi).
902401;902004;KIS_KSL_IND_4_1;Kuweza kutambua na kutumia vinyume vya maneno na kuvitumia katika matini.
902402;902004;KIS_KSL_IND_4_2;Kuweza kutambua na kutumia viambishi vya nyakati katika vitenzi. (Wakati uliopita, uliopo na ujao)
902403;902004;KIS_KSL_IND_4_3;Kuweza kutambua maneno yaliyokanushwa, viambishi vya ukanushaji na kukanusha maneno ipasavyo. (Wakati uliopita, uliopo na ujao)
902404;902004;KIS_KSL_IND_4_4;Kuweza kutambua na kutumia aina mbalimbali za maneno katika lugha ya Kiswahili. (Vitenzi, viwakilishi, vielezi, viunganishi, vihusishi na vihisishi)
902405;902004;KIS_KSL_IND_4_5;Kuweza kutambua viambishi vya ngeli, nomino za ngeli na kutumia upatanisho wa kisarufi ipasavyo. (A-WA, U-I, KI-VI, LI-YA na LI-LI)
902406;902004;KIS_KSL_IND_4_6;Kuweza kutambua na kutumia vitenzi katika kauli mbalimbali. (kauli ya kutenda, kutendea na kutendwa)
904101;904001;AGRI_IND_1_1;Ability to explain conservation of resources of four resources in the environment (soil, water, fuel, wild animals).
904102;904001;AGRI_IND_1_2;Ability to conserve four resources in the environment (soil, water, fuel, wild animals).
904103;904001;AGRI_IND_1_3;Ability to show four aspects of responsibility in conservation of environmental resources (offers leadership, observes safety, shows initiative, shows dutifulness in tasks).
904201;904002;AGRI_IND_2_1;Ability to describe food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
904202;904002;AGRI_IND_2_2;Ability to carry out various food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
904203;904002;AGRI_IND_2_3;Ability to exhibit integrity in carrying out food production processes (utilising resources prudently, is accountable, shows honesty, applies ethically acceptable procedures).
904301;904003;AGRI_IND_3_1;Ability to describe practices that promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
904302;904003;AGRI_IND_3_2;Ability to apply health practices to promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
904303;904003;AGRI_IND_3_3;Ability to exhibit responsibility while undertaking health practices that promote hygiene (respects other learners’ property, offers leadership, accepts consequences, cares for property).
904401;904004;AGRI_IND_4_1;Ability to use tacking stitches in making an item (makes appropriate choice of stitch, makes the stitch, ensures evenness of the stitch and firmness of stitch to the purpose).
904402;904004;AGRI_IND_4_2;Ability to work in unity in making an item (sharing resources, working in teams, appreciating efforts of others, respects others’ opinions).
905101;905001;SCI_TECH_IND_1_1;Ability to identify characteristics of plants and animals.
905102;905001;SCI_TECH_IND_1_2;Ability to describe functions of external parts of a plant.
905103;905001;SCI_TECH_IND_1_3;Ability to identify parts of the human digestive system.
905104;905001;SCI_TECH_IND_1_4;Ability to develop a plan of maintaining a healthy human digestive system.
905201;905002;SCI_TECH_IND_2_1;Ability to describe the properties of the three states of matter.
905202;905002;SCI_TECH_IND_2_2;Ability to manage solid waste in the environment.
905203;905002;SCI_TECH_IND_2_3;Ability to outline the importance of conserving water at home and school.
905301;905003;SCI_TECH_IND_3_1;Ability to demonstrate the effects of force on objects in nature.
905302;905003;SCI_TECH_IND_3_2;Ability to identify sources of light in nature.
905303;905003;SCI_TECH_IND_3_3;Ability to explain the use of light in day-to-day life.
905304;905003;SCI_TECH_IND_3_4;Ability to demonstrate uses of heat in day-to-day life.
905305;905003;SCI_TECH_IND_3_5;Ability to describe safety measures when using heat.
906101;906001;MATH_IND_1_1;Ability to use place value and total value of numbers up to tens of thousands.
906102;906001;MATH_IND_1_2;Ability to read and write numbers in symbols and words.
906103;906001;MATH_IND_1_3;Ability to order and round off numbers up to 1000.
906104;906001;MATH_IND_1_4;Ability to identify factors and multiples of numbers up to 50.
906105;906001;MATH_IND_1_5;Ability to make patterns involving even and odd numbers up to 100.
906106;906001;MATH_IND_1_6;Ability to represent Hindu Arabic numerals using Roman numerals up to 'X'.
906107;906001;MATH_IND_1_7;Ability to add up to two 4-digit numbers with single and double regrouping.
906108;906001;MATH_IND_1_8;Ability to create patterns involving addition, subtraction and multiplication.
906109;906001;MATH_IND_1_9;Ability to subtract up to two 4-digit numbers with single and double regrouping.
906110;906001;MATH_IND_1_10;Ability to multiply up to a two-digit number by a two-digit number with and without regrouping.
906111;906001;MATH_IND_1_11;Ability to divide up to a two-digit number by a one-digit number with and without remainder.
906112;906001;MATH_IND_1_12;Ability to identify different types of fractions.
906113;906001;MATH_IND_1_13;Ability to convert improper fractions to mixed fractions and mixed fractions to improper fractions.
906114;906001;MATH_IND_1_14;Ability to identify a tenth or a hundredth in a decimal number.
906201;906002;MATH_IND_2_1;Ability to estimate and measure length in centimetres.
906202;906002;MATH_IND_2_2;Ability to establish the relationship between metres and centimetres.
906203;906002;MATH_IND_2_3;Ability to convert centimetres to metres and metres to centimetres.
906204;906002;MATH_IND_2_4;Ability to add, subtract, multiply and divide length in centimetres and metres.
906205;906002;MATH_IND_2_5;Ability to calculate the area of squares and rectangles as a product of number of rows and columns.
906206;906002;MATH_IND_2_6;Ability to work out the volume of cubes and cuboids by piling blocks.
906207;906002;MATH_IND_2_7;Ability to measure, add and subtract capacity in litres.
906208;906002;MATH_IND_2_8;Ability to measure, add and subtract mass of different objects in kilograms.
906209;906002;MATH_IND_2_9;Ability to read, tell and estimate time in a.m. and p.m.
906210;906002;MATH_IND_2_10;Ability to work out addition and subtraction involving units of time.
906211;906002;MATH_IND_2_11;Ability to convert shillings to cents and cents to shillings.
906212;906002;MATH_IND_2_12;Ability to work out the total cost of items in the shopping list of not more than ten thousand shillings.
906301;906003;MATH_IND_3_1;Ability to demonstrate a clockwise and an anti-clockwise turn in the environment.
906302;906003;MATH_IND_3_2;Ability to demonstrate a quarter turn, half turn and full turn in the environment.
906303;906003;MATH_IND_3_3;Ability to identify angles from the objects in the environment.
906304;906003;MATH_IND_3_4;Ability to draw the shapes of rectangles, squares, triangles, circles and ovals.
906305;906003;MATH_IND_3_5;Ability to make patterns using squares, rectangles and triangles.
906306;906003;MATH_IND_3_6;Ability to identify properties of triangles, squares and rectangles.
906401;906004;MATH_IND_4_1;Ability to identify and collect data of at most 10 items.
906402;906004;MATH_IND_4_2;Ability to record and interpret the raw data from the table.
907101;907001;REL_CRE_IND_1_1;Ability to make right choices in day-to-day life
907102;907001;REL_CRE_IND_1_2;Ability to list three attributes of God
907201;907002;REL_CRE_IND_2_1;Ability to retell Bible stories
907202;907002;REL_CRE_IND_2_2;Ability to list lessons learnt from the Bible stories
907203;907002;REL_CRE_IND_2_3;Ability to apply lessons learnt from the Bible stories in daily life
907301;907003;REL_CRE_IND_3_1;Ability to retell the annunciation of the birth of Jesus Christ
907302;907003;REL_CRE_IND_3_2;Ability to retell the birth of John the Baptist
907303;907003;REL_CRE_IND_3_3;Ability to retell three miracles performed by Jesus Christ
907304;907003;REL_CRE_IND_3_4;Ability to list lessons learnt from the miracles of Jesus Christ
907305;907003;REL_CRE_IND_3_5;Ability to apply lessons learnt from the teachings of Jesus Christ in daily life
907401;907004;REL_CRE_IND_4_1;Ability to explain how Christian values enhance harmonious co-existence
907402;907004;REL_CRE_IND_4_2;Ability to apply acquired Christian values in day-to-day life
907501;907005;REL_CRE_IND_5_1;Ability to participate in church activities
907502;907005;REL_CRE_IND_5_2;Ability to list the 12 disciples of Jesus Christ
907503;907005;REL_CRE_IND_5_3;Ability to recite the Lord's Prayer and pray for others
907504;907005;REL_CRE_IND_5_4;Ability to utilise the fruit of the Holy Spirit in making right decisions
907601;907006;REL_CRE_IND_6_1;Ability to use social media responsibly
908101;908001;REL_IRE_IND_1_1;Ability to read and recite seven selected surahs
908102;908001;REL_IRE_IND_1_2;Ability to explain the basic meaning of the selected surahs
